Method,Model,Time_Domain,Series,CV,Seed,Fold,Environment,N,Correlation,RMSE
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,4,TXH1.2020,186,0.674773279848326,1.67488854187493
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,4,TXH1.2020,185,0.589584591639191,2.46760591659106
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,4,TXH1.2020,188,0.665121941518884,2.43041072585648
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,4,TXH1.2020,188,0.399315739481985,2.41250873784079
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,4,TXH1.2021,186,0.179262847537857,1.64955751940767
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,4,TXH1.2021,186,0.183723197233764,1.8012600958666
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,4,TXH1.2021,185,0.132366597200505,1.64587413342433
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,4,TXH1.2021,188,0.23949425258631,1.63419695890009
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,4,TXH1.2021,188,0.241779867427844,1.66921285686707
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,4,TXH2.2020,186,0.32332018635257,1.37272794512331
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,4,TXH2.2020,186,0.502553981142661,1.76541405519297
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,4,TXH2.2020,185,0.513765734103329,1.50116265510695
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,4,TXH2.2020,188,0.499666604263503,1.32246503324864
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,4,TXH2.2020,188,0.495673517577403,1.6356106001393
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,4,TXH2.2021,186,0.0117098086936912,2.08435046039522
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,4,TXH2.2021,186,0.140863455612013,2.24315649034509
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,4,TXH2.2021,185,0.152052330905887,1.81265122979773
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,4,TXH2.2021,188,0.0788934117127449,2.04547163485628
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,4,TXH2.2021,188,0.0284303527559741,1.95930326634205
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,4,TXH3.2020,189,0.0616548699625584,2.36360452349437
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,4,TXH3.2020,189,0.0188340139296656,3.19792239825043
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,4,TXH3.2020,186,0.0327334009805886,3.50159027365165
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,4,TXH3.2020,190,-0.0239043536623036,3.20467374788662
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,4,TXH3.2020,190,0.00897222727665601,3.18666672973913
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,4,TXH3.2021,186,0.460731085633884,3.99370884745997
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,4,TXH3.2021,186,0.501898059152858,3.34927942327828
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,4,TXH3.2021,185,0.338867485578368,4.08126704800965
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,4,TXH3.2021,188,0.413493868229674,3.91448542709493
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,4,TXH3.2021,188,0.415107209879658,3.73161458511833
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,4,WIH1.2020,184,0.565616634300204,1.83835424024836
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,4,WIH1.2020,185,0.478434796088914,2.17013118094401
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,4,WIH1.2020,184,0.556084511515623,1.89530807988877
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,4,WIH1.2020,186,0.621099548847819,2.04534333542409
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,4,WIH1.2020,186,0.526904525045596,2.06283273987387
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,4,WIH1.2021,186,0.432697752640761,2.67211583428511
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,4,WIH1.2021,186,0.464604280915529,2.3332519921979
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,4,WIH1.2021,185,0.448422520633067,2.04297922788513
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,4,WIH1.2021,188,0.351616925258755,2.03422928593542
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,4,WIH1.2021,188,0.422011579634972,2.0701936155882
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,4,WIH2.2020,523,0.338825651323939,2.84974201150015
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,4,WIH2.2020,520,0.341167819103173,2.73834651951746
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,4,WIH2.2020,521,0.330668397886192,2.653912136578
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,4,WIH2.2020,523,0.366413566791756,2.85541740877894
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,4,WIH2.2020,520,0.316515146610099,2.65536147968653
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,4,WIH2.2021,524,0.290996849093655,2.90229980829437
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,4,WIH2.2021,525,0.36242030927507,2.3151712039254
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,4,WIH2.2021,522,0.404295486300892,2.40047212638107
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,4,WIH2.2021,525,0.31924665485421,2.19411073521789
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,4,WIH2.2021,524,0.428978426692773,2.37969580536749
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,4,WIH3.2020,187,0.273787862386428,2.40845785991206
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,4,WIH3.2020,188,0.34892923187679,2.35271512651029
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,4,WIH3.2020,185,0.279473504107404,2.35158777742177
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,4,WIH3.2020,188,0.380746811471955,2.33013183268221
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,4,WIH3.2020,188,0.2835484055802,2.35253767895682
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,4,WIH3.2021,186,0.398924789236963,1.80759755731941
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,4,WIH3.2021,186,0.509585171104528,1.50474709074597
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,4,WIH3.2021,185,0.484265261077615,1.92387759069685
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,4,WIH3.2021,188,0.435502329891336,1.59044198212009
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,4,WIH3.2021,188,0.509718629736498,1.6654881623942
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,5,DEH1.2020,531,0.283620038648638,2.62638968190009
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,5,DEH1.2020,529,0.439200478551742,2.47438728927767
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,5,DEH1.2020,531,0.57630440438725,1.85593870587053
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,5,DEH1.2020,532,0.666391760533128,1.71183380352286
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,5,DEH1.2020,533,0.483169360523682,2.58118300278872
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,5,IAH4.2021,521,0.448940601118703,1.48893959894534
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,5,IAH4.2021,521,0.340956757558186,1.52222447644954
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,5,IAH4.2021,524,0.467443829832201,1.74738649115493
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,5,IAH4.2021,524,0.290014351265349,2.00544320804232
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,5,IAH4.2021,522,0.277576236796933,1.63594835042568
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,5,MIH1.2020,190,0.442198492311834,1.85138887023594
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,5,MIH1.2020,183,0.222927384285163,1.50153348545875
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,5,MIH1.2020,188,0.366178097991083,1.41817519153692
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,5,MIH1.2020,191,0.302449195142993,1.45674815195361
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,5,MIH1.2020,187,0.29284845820098,1.40321346095502
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,5,MNH1.2020,187,0.319762346709605,2.04206751724489
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,5,MNH1.2020,183,0.367980744756334,1.56279029000893
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,5,MNH1.2020,186,0.225052650868769,1.77488122362695
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,5,MNH1.2020,188,0.34490515688589,1.65834571348401
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,5,MNH1.2020,186,0.344011571468741,1.66475832730132
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,5,MNH1.2021,192,0.598337165260907,1.44886186783812
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,5,MNH1.2021,184,0.437860108650728,1.74210862879212
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,5,MNH1.2021,190,0.413712991406849,2.40869633531818
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,5,MNH1.2021,193,0.528941132238692,1.51950438760082
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,5,MNH1.2021,188,0.462498923968566,2.09289789635097
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,5,MOH1.2020,471,0.301720373825281,4.34223403910579
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,5,MOH1.2020,464,0.234161792193733,4.08176398966616
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,5,MOH1.2020,466,0.13720967528337,4.58743204502163
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,5,MOH1.2020,468,0.112150100565157,3.76490427259033
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,5,MOH1.2020,468,0.131771251771094,4.00741221691767
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,5,NEH1.2021,189,0.242137025775477,3.09415910613752
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,5,NEH1.2021,184,0.363173706767835,3.13876952328545
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,5,NEH1.2021,188,0.178822070247625,3.19043767862978
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,5,NEH1.2021,190,0.197729864075935,3.40226354653115
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,5,NEH1.2021,187,0.145280793889834,3.0540827768983
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,5,TXH1.2020,189,0.679451763084204,1.51763170845695
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,5,TXH1.2020,184,0.502370095937,1.49060227548219
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,5,TXH1.2020,188,0.613143593512544,1.86216907446635
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,5,TXH1.2020,190,0.656454654265156,2.18114238346077
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,5,TXH1.2020,187,0.287750372137555,1.98172777355452
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,5,TXH1.2021,189,0.225030848043917,1.61107151799889
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,5,TXH1.2021,184,0.278281350830882,1.825092032422
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,5,TXH1.2021,188,0.167874183242034,1.7101735534686
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,5,TXH1.2021,190,0.207121996689786,1.69187667346674
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,5,TXH1.2021,187,0.115290516999272,1.79610331957445
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,5,TXH2.2020,189,0.420961657472242,1.42175642681281
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,5,TXH2.2020,184,0.457733752770363,1.60259265094009
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,5,TXH2.2020,188,0.499520813124856,1.34196026028062
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,5,TXH2.2020,190,0.574859168046119,1.33821502628846
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,5,TXH2.2020,187,0.386419506679761,1.57628509693229
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,5,TXH2.2021,189,-0.0189424277181311,1.93912770374181
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,5,TXH2.2021,184,0.13621243786599,2.04314148813858
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,5,TXH2.2021,188,0.22915074656121,1.66068394635852
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,5,TXH2.2021,190,0.088741153471823,1.93679642823297
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,5,TXH2.2021,187,0.0150770501273147,1.91956841691025
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,5,TXH3.2020,192,-0.0347265396240729,3.29447065906805
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,5,TXH3.2020,184,-0.00517132889467095,3.14845838609342
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,5,TXH3.2020,190,8.41913916502027e-05,2.49784803270452
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,5,TXH3.2020,193,-0.0410453786685135,3.93870265225117
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,5,TXH3.2020,188,0.0739796586703408,2.66379331492838
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,5,TXH3.2021,189,0.465255439593621,3.96332747986557
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,5,TXH3.2021,184,0.44175967994059,3.08823677948024
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,5,TXH3.2021,188,0.380941129499773,3.81743452737576
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,5,TXH3.2021,190,0.474265021957869,3.65322886855657
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,5,TXH3.2021,187,0.375646073965107,3.11513125816503
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,5,WIH1.2020,187,0.577394410249319,2.10003488972159
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,5,WIH1.2020,183,0.392105260190511,2.36476123842451
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,5,WIH1.2020,186,0.495676358398553,2.08373007725866
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,5,WIH1.2020,188,0.470766777441925,2.24734580070828
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,5,WIH1.2020,186,0.502076204982829,1.75563775571976
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,5,WIH1.2021,189,0.425747224340187,2.69685501491657
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,5,WIH1.2021,184,0.390171113290954,2.24267602772818
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,5,WIH1.2021,188,0.525118407690231,2.03139032861489
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,5,WIH1.2021,190,0.315802751016537,2.20011301506737
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,5,WIH1.2021,187,0.320322781004355,1.88447201434275
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,5,WIH2.2020,529,0.340666229158702,2.72004418906316
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,5,WIH2.2020,528,0.3167590958307,2.68101571544431
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,5,WIH2.2020,529,0.324326750118557,2.96623597061156
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,5,WIH2.2020,530,0.381664846901153,2.92060317872821
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,5,WIH2.2020,530,0.310632498114929,2.71037888249928
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,5,WIH2.2021,532,0.386082220844057,2.37425754405815
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,5,WIH2.2021,528,0.304721318672282,2.27489572819336
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,5,WIH2.2021,529,0.358912588653215,2.16811664322604
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,5,WIH2.2021,531,0.350067465487062,2.2282610852402
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,5,WIH2.2021,530,0.421286612285378,2.1006930226495
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,5,WIH3.2020,190,0.335202874032693,2.40607664201659
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,5,WIH3.2020,183,0.230956480154494,2.41408226057928
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,5,WIH3.2020,188,0.22765668065249,2.39115110484238
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,5,WIH3.2020,191,0.311016271024442,2.43728646217862
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,5,WIH3.2020,187,0.299390877338996,2.32209822601642
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,5,WIH3.2021,189,0.483395895253549,1.54323936653554
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,5,WIH3.2021,184,0.358308868625506,1.64259953859594
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,5,WIH3.2021,188,0.470986487821266,1.696232632636
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,5,WIH3.2021,190,0.460122517949575,1.63617710258257
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,5,WIH3.2021,187,0.451211184740609,2.18391876409571
TNP,VI+genomic,DAP,TNP VI+G,CV00,1,1,DEH1.2020,131,0.641003205889808,2.79415968572333
TNP,VI+genomic,DAP,TNP VI+G,CV00,2,1,DEH1.2020,129,0.413748649320744,2.16799942812905
TNP,VI+genomic,DAP,TNP VI+G,CV00,3,1,DEH1.2020,130,0.611379825144448,1.85632265820088
TNP,VI+genomic,DAP,TNP VI+G,CV00,4,1,DEH1.2020,134,0.473906360809048,2.19500304835766
TNP,VI+genomic,DAP,TNP VI+G,CV00,5,1,DEH1.2020,132,0.255726285665018,2.71884090285286
TNP,VI+genomic,DAP,TNP VI+G,CV00,1,1,IAH4.2021,131,0.441090943051141,1.439388635284
TNP,VI+genomic,DAP,TNP VI+G,CV00,2,1,IAH4.2021,127,0.320419173276836,1.79094746492497
TNP,VI+genomic,DAP,TNP VI+G,CV00,3,1,IAH4.2021,129,0.548935040922416,2.00429274587467
TNP,VI+genomic,DAP,TNP VI+G,CV00,4,1,IAH4.2021,132,0.180986002739357,2.22423673864758
TNP,VI+genomic,DAP,TNP VI+G,CV00,5,1,IAH4.2021,130,0.272238340738939,2.4295695651013
TNP,VI+genomic,DAP,TNP VI+G,CV00,1,1,MIH1.2020,46,0.192838310043824,1.62495814925189
TNP,VI+genomic,DAP,TNP VI+G,CV00,2,1,MIH1.2020,45,0.398829848591505,1.17920224685708
TNP,VI+genomic,DAP,TNP VI+G,CV00,3,1,MIH1.2020,47,0.18581755574667,1.81050367505811
TNP,VI+genomic,DAP,TNP VI+G,CV00,4,1,MIH1.2020,49,0.136098773854117,1.34872990177548
TNP,VI+genomic,DAP,TNP VI+G,CV00,5,1,MIH1.2020,45,0.173626371728858,2.10622960586003
TNP,VI+genomic,DAP,TNP VI+G,CV00,1,1,MNH1.2020,46,0.238323138648662,1.45062337653728
TNP,VI+genomic,DAP,TNP VI+G,CV00,2,1,MNH1.2020,45,0.131954303071828,1.7871550108397
TNP,VI+genomic,DAP,TNP VI+G,CV00,3,1,MNH1.2020,47,0.114785742469143,1.68531029487552
TNP,VI+genomic,DAP,TNP VI+G,CV00,4,1,MNH1.2020,47,0.577229873329174,1.3455498914316
TNP,VI+genomic,DAP,TNP VI+G,CV00,5,1,MNH1.2020,45,0.229298991467867,1.40379465138989
TNP,VI+genomic,DAP,TNP VI+G,CV00,1,1,MNH1.2021,47,-0.0255874503261028,1.99636366690583
TNP,VI+genomic,DAP,TNP VI+G,CV00,2,1,MNH1.2021,45,0.562138008772336,1.28573994033118
TNP,VI+genomic,DAP,TNP VI+G,CV00,3,1,MNH1.2021,47,0.383789361083717,2.11374402727444
TNP,VI+genomic,DAP,TNP VI+G,CV00,4,1,MNH1.2021,50,0.387997577954638,2.67373074666719
TNP,VI+genomic,DAP,TNP VI+G,CV00,5,1,MNH1.2021,45,0.399713140314784,2.71934092260957
TNP,VI+genomic,DAP,TNP VI+G,CV00,1,1,MOH1.2020,113,0.25353988195422,4.86388238234227
TNP,VI+genomic,DAP,TNP VI+G,CV00,2,1,MOH1.2020,116,0.141080268357396,3.79185341477505
TNP,VI+genomic,DAP,TNP VI+G,CV00,3,1,MOH1.2020,119,0.154818965380119,4.49057166838173
TNP,VI+genomic,DAP,TNP VI+G,CV00,4,1,MOH1.2020,117,0.0881357392123447,3.90470504106877
TNP,VI+genomic,DAP,TNP VI+G,CV00,5,1,MOH1.2020,114,0.147614955411578,4.49176485779015
TNP,VI+genomic,DAP,TNP VI+G,CV00,1,1,NEH1.2021,47,0.503683810110488,3.44287619992339
TNP,VI+genomic,DAP,TNP VI+G,CV00,2,1,NEH1.2021,45,0.251969967421031,2.84659669813026
TNP,VI+genomic,DAP,TNP VI+G,CV00,3,1,NEH1.2021,47,0.0185928734756141,3.493732302232
TNP,VI+genomic,DAP,TNP VI+G,CV00,4,1,NEH1.2021,48,0.000841539988320414,3.6979775301201
TNP,VI+genomic,DAP,TNP VI+G,CV00,5,1,NEH1.2021,45,0.27919513998025,2.79454638108881
TNP,VI+genomic,DAP,TNP VI+G,CV00,1,1,TXH1.2020,47,0.51699199994154,1.51069899049174
TNP,VI+genomic,DAP,TNP VI+G,CV00,2,1,TXH1.2020,45,0.659520295593596,1.74564321834074
TNP,VI+genomic,DAP,TNP VI+G,CV00,3,1,TXH1.2020,47,0.624044411182403,1.81288483856486
TNP,VI+genomic,DAP,TNP VI+G,CV00,4,1,TXH1.2020,48,0.757176387152207,2.47840520468045
TNP,VI+genomic,DAP,TNP VI+G,CV00,5,1,TXH1.2020,45,0.0870102138704597,2.43527764949127
TNP,VI+genomic,DAP,TNP VI+G,CV00,1,1,TXH1.2021,47,0.174583960990754,1.49391557729386
TNP,VI+genomic,DAP,TNP VI+G,CV00,2,1,TXH1.2021,45,-0.0226330639031915,1.90997703138101
TNP,VI+genomic,DAP,TNP VI+G,CV00,3,1,TXH1.2021,47,0.148799440763974,1.76060394041836
TNP,VI+genomic,DAP,TNP VI+G,CV00,4,1,TXH1.2021,48,0.225768788374141,1.77777918515237
TNP,VI+genomic,DAP,TNP VI+G,CV00,5,1,TXH1.2021,45,0.0790504010540641,1.81630639833541
TNP,VI+genomic,DAP,TNP VI+G,CV00,1,1,TXH2.2020,47,0.0751356129447496,1.38829625063639
TNP,VI+genomic,DAP,TNP VI+G,CV00,2,1,TXH2.2020,45,0.471185419331794,1.82927594157045
TNP,VI+genomic,DAP,TNP VI+G,CV00,3,1,TXH2.2020,47,0.629624560764896,1.89634372909591
TNP,VI+genomic,DAP,TNP VI+G,CV00,4,1,TXH2.2020,48,0.514078555054825,1.33460508965775
TNP,VI+genomic,DAP,TNP VI+G,CV00,5,1,TXH2.2020,45,0.353778933242287,1.64802221363317
TNP,VI+genomic,DAP,TNP VI+G,CV00,1,1,TXH2.2021,47,-0.0234773711166999,2.03516625860975
TNP,VI+genomic,DAP,TNP VI+G,CV00,2,1,TXH2.2021,45,-0.183714071278735,2.19275232314528
TNP,VI+genomic,DAP,TNP VI+G,CV00,3,1,TXH2.2021,47,0.018995066711337,1.63395045771581
TNP,VI+genomic,DAP,TNP VI+G,CV00,4,1,TXH2.2021,48,0.251511327894932,1.78055467754068
TNP,VI+genomic,DAP,TNP VI+G,CV00,5,1,TXH2.2021,45,0.0414316891915465,2.32799348416296
TNP,VI+genomic,DAP,TNP VI+G,CV00,1,1,TXH3.2020,47,0.0173605634298258,2.28754169557077
TNP,VI+genomic,DAP,TNP VI+G,CV00,2,1,TXH3.2020,45,-0.139027997779762,3.17199376319567
TNP,VI+genomic,DAP,TNP VI+G,CV00,3,1,TXH3.2020,47,-0.282980037392917,3.34147893898927
TNP,VI+genomic,DAP,TNP VI+G,CV00,4,1,TXH3.2020,50,0.0495896023376903,3.34964489797209
TNP,VI+genomic,DAP,TNP VI+G,CV00,5,1,TXH3.2020,45,-0.135161187617927,3.66150930510651
TNP,VI+genomic,DAP,TNP VI+G,CV00,1,1,TXH3.2021,47,0.538413208353453,3.93808863274693
TNP,VI+genomic,DAP,TNP VI+G,CV00,2,1,TXH3.2021,45,0.39598731608073,3.96437939570033
TNP,VI+genomic,DAP,TNP VI+G,CV00,3,1,TXH3.2021,47,0.390222769957889,3.71156726399622
TNP,VI+genomic,DAP,TNP VI+G,CV00,4,1,TXH3.2021,48,0.596082864584799,3.97351489724691
TNP,VI+genomic,DAP,TNP VI+G,CV00,5,1,TXH3.2021,45,0.504567860120937,3.81369085650311
TNP,VI+genomic,DAP,TNP VI+G,CV00,1,1,WIH1.2020,46,0.252712532987778,1.53604947063827
TNP,VI+genomic,DAP,TNP VI+G,CV00,2,1,WIH1.2020,45,0.538870574318131,1.95114311270704
TNP,VI+genomic,DAP,TNP VI+G,CV00,3,1,WIH1.2020,47,0.672317833225432,2.17280594687523
TNP,VI+genomic,DAP,TNP VI+G,CV00,4,1,WIH1.2020,47,0.502853474889936,1.78281558845096
TNP,VI+genomic,DAP,TNP VI+G,CV00,5,1,WIH1.2020,45,0.242699531420112,1.82241849270888
TNP,VI+genomic,DAP,TNP VI+G,CV00,1,1,WIH1.2021,47,0.361639520464955,3.21514380273475
TNP,VI+genomic,DAP,TNP VI+G,CV00,2,1,WIH1.2021,45,0.58843779561179,1.7321763481526
TNP,VI+genomic,DAP,TNP VI+G,CV00,3,1,WIH1.2021,47,0.542559814366719,2.53625549477674
TNP,VI+genomic,DAP,TNP VI+G,CV00,4,1,WIH1.2021,48,0.288589187257847,2.62755703873938
TNP,VI+genomic,DAP,TNP VI+G,CV00,5,1,WIH1.2021,45,0.192044679247537,2.28043176543154
TNP,VI+genomic,DAP,TNP VI+G,CV00,1,1,WIH2.2020,132,0.375612525645907,3.20151555970525
TNP,VI+genomic,DAP,TNP VI+G,CV00,2,1,WIH2.2020,129,0.322522023071272,2.74282656197088
TNP,VI+genomic,DAP,TNP VI+G,CV00,3,1,WIH2.2020,129,0.29626587790366,2.90976097084526
TNP,VI+genomic,DAP,TNP VI+G,CV00,4,1,WIH2.2020,134,0.376365710108637,2.75270356499789
TNP,VI+genomic,DAP,TNP VI+G,CV00,5,1,WIH2.2020,133,0.305885271596902,2.50651744684749
TNP,VI+genomic,DAP,TNP VI+G,CV00,1,1,WIH2.2021,132,0.294084189238321,2.68785572695354
TNP,VI+genomic,DAP,TNP VI+G,CV00,2,1,WIH2.2021,131,0.354243876459237,2.28890986630561
TNP,VI+genomic,DAP,TNP VI+G,CV00,3,1,WIH2.2021,130,0.346156243541024,2.64034598774273
TNP,VI+genomic,DAP,TNP VI+G,CV00,4,1,WIH2.2021,136,0.299687984265588,2.65105675998872
TNP,VI+genomic,DAP,TNP VI+G,CV00,5,1,WIH2.2021,132,0.342795239404774,1.76737996369773
TNP,VI+genomic,DAP,TNP VI+G,CV00,1,1,WIH3.2020,46,-0.178349248606943,2.48267304005229
TNP,VI+genomic,DAP,TNP VI+G,CV00,2,1,WIH3.2020,45,0.300590992058531,2.36562933190454
TNP,VI+genomic,DAP,TNP VI+G,CV00,3,1,WIH3.2020,47,0.252061936928341,2.65420972644923
TNP,VI+genomic,DAP,TNP VI+G,CV00,4,1,WIH3.2020,49,0.314603004395831,2.19593813311831
TNP,VI+genomic,DAP,TNP VI+G,CV00,5,1,WIH3.2020,45,-0.031370521008107,2.59203105642652
